id,cost,category,name,brand,retail_price,department,sku,distribution_center_id
10999,6.198400034344196,Intimates,Capezio Women's Brief,Capezio,11.920000076293944,Women,97885AFD60C10C4A454C11E225763E04,1
20763,22.70240045832693,Jeans,Dickies Men's Regular Straight Fit Five Pocket Jean,Dickies,40.540000915527344,Men,B7F5D38AAA4E8A553F49C085EE06BB15,1
22083,13.789209681489467,Pants,Dickies Men's Young Adult Sized Pleated Front Pant,Dickies,27.96999931335449,Men,771F0D31D334435279EA1EA02B2C660C,1
22759,28.555240786435306,Shorts,Dickies Men's Relaxed Fit Duck Carpenter Short,Dickies,59.9900016784668,Men,562D7DB19B56DBA0A0E320D0A7F0AA00,1
22778,19.214999955147505,Shorts,Dickies DX200 11-inch Relaxed Fit Carpenter Short,Dickies,35.0,Men,12FB22DC8C218EE27D53D2D42BFC1FFE,1
22819,18.50400001555681,Shorts,Dickies Men's 13 Inch Loose Fit Yarn Dye Plaid Short,Dickies,36.0,Men,2AFDB805C17991D2CDEB3B51B1D77857,1
23952,31.74600016325712,Outerwear & Coats,Dickies Men's Lined Eisenhower Jacket,Dickies,66.0,Men,58F9067FDAF69FDDE42CF95D8DAACFDE,1
24950,9.313849904117731,Socks,FootJoy ProDry Men's Sport Socks (2 Pair) Shoe Size 7-12,FootJoy,14.949999809265137,Men,EA16C8AD502B00DD6EB031B3FD35D738,1
25189,5.954039876574688,Socks,FootJoy Men's ProDry Argyle Crew Socks - 1 Pair (Shoe Size 7-12),FootJoy,9.989999771118164,Men,650D96FE435BC0EFFC40F2B0A0B027DC,1
4046,22.29554070185315,Dresses,FUNFASH EMERALD GREEN EMPIRE WAIST COCKTAIL DRESS WOMENS Plus Size Made in USA,Funfash,49.9900016784668,Women,354AC345FD8C6D7EF634D9A8E3D47B83,1
11717,26.45000005140901,Intimates,Grenier Cotton Camisole With Inner Bra (7539L),Grenier,46.0,Women,7DA9DE56F480E009B5E9F18B279859D7,1
27692,32.448000088334084,Swim,Rufskin - Parati -Rufskin Parati- Mesh Sunga Swimwear - Orange Lime or Lemon,Rufskin,52.0,Men,9C200F8828F730CA04DA43D74D2ADA6E,1
27922,29.71200004220009,Swim,Rufskin Spencer - Red White and Blue Sunga Cut Swimming Trunks,Rufskin,48.0,Men,DA7327E0425C9F9B80F95ABEBEA29C3A,1
22366,20.543999969959252,Pants,TRUKFIT The Twill Trousers in Khaki,TRUKFIT,48.0,Men,4ABBC9AFE929B93DC3AD9B93337D79A2,1
11857,11.90399993956089,Intimates,VIVILLI Sexy V-neck Babydoll-Purple,VIVILLI,24.0,Women,BE100B06AA2C4C5164F9F1C4A4FE2781,1
12666,9.338999963365495,Intimates,Bride Bridesmaid Elegant Side Rhinestone Hair Comb by DesignSK,DesignSK,16.5,Women,E7728FAB6844DEE91AA0CC03C0B97BDD,1
13639,8.829339992817342,Accessories,Isotoner Women's Shortie Unlined Glove,Isotoner,23.420000076293945,Women,AD9F2F92FD04851D42D216A6954683C3,1
27755,19.74819104660437,Swim,Rip Curl Wetsuits Men's Daily Dosage Boardshort,Rip Curl,33.9900016784668,Men,94BD0D00E32AB21DF4C5CDFDB2125CB4,1
13332,21.59568081970111,Swim,Womens Longitude Regular and Plus Size Swimdress Swimsuit Long Tankini Swimwear 12-18 Sparkle,Longitude,49.9900016784668,Women,8110EAEB55D8F5ED7AA18842DC0CEACD,1
13594,32.000000178813934,Swim,Luli Fama Sweet Seduction Sliding Triangle Top,Luli Fama,80.0,Women,86F01E5C7135B53CF58B68D44C449156,1
19461,26.36304020428568,Sweaters,Sean John V-Neck Sweater,Sean John,49.930000305175774,Men,356BF85F16636086250481A79B7BEBC4,1
20292,34.466168964588945,Suits & Sport Coats,Sean John Mens 1 Button Flat Front Light Gray Nailhead Suit,Sean John,89.98999786376953,Men,4458707EAEA92785E478122F883F74B7,1
8699,16.67583067727655,Outerwear & Coats,Southpole Juniors Double Breasted Pea Coat with Detachable Hoody,Southpole,39.9900016784668,Women,374939012129C174E451F0F64BE3BFEA,1
16865,13.524999981746078,Tops & Tees,Southpole Men's Angled Cross With Shadowed Background Print Fashion T-Shirt,Southpole,25.0,Men,414187419105B06734CD36ADEAD79115,1
22027,11.450000019976867,Pants,Southpole Men's Belted Basic Cargo Pant,Southpole,25.0,Men,12F743EDF866F7A7FF81368543DCD1A1,1
2711,17.236969935341477,Active,Sport-Tek Ladies 1/4-Zip Sweatshirt. LST253,Sport-Tek,36.9099998474121,Women,65FC9FB4897A89789352E211CA2D398F,1
18386,17.416319585018158,Active,Sport-Tek F253 1/4-Zip Sweatshirt,Sport-Tek,45.119998931884766,Men,E231A950ED2AA037C80BDFCEB334EC1D,1
25228,9.66150047149882,Socks,Bridgedale Xhale Trailhead Socks,Bridgedale,16.950000762939453,Men,EE8719C6136DA3BC870C235EF3069B60,1
3167,23.931599559807776,Dresses,Gabby Skye Women's Sheer Shoulder Dress,Gabby Skye,58.79999923706056,Women,20C86A628232A67E7BD46F76FBA7CE12,1
7089,30.87425037281401,Shorts,Horny Toad Jovie Long Short - Women's,Horny Toad,59.950000762939446,Women,FF096D0E005A8C794B6C1DA7C0FD662E,1
2670,49.37688061882824,Active,Icebreaker Women's Chakra Zip Bodyfit 200 Top,Icebreaker,122.22000122070312,Women,028EE724157B05D04E7BDCF237D12E60,1
16704,46.17007874929726,Tops & Tees,Icebreaker Men's Short Sleeve Crewe Top,Icebreaker,77.98999786376953,Men,3ECD2CD951C997EC03D1E428C7F15687,1
18136,30.10413917076648,Active,Icebreaker Men's Tech T Lite Short Sleeve Shirt,Icebreaker,77.98999786376953,Men,A2B58F07313388CD23868784A6759B64,1
18481,90.92567281035514,Active,Icebreaker Men's Quattro Hood,Icebreaker,209.9900054931641,Men,EBCC54F79222A80F49B949532DF637C4,1
1589,22.89600004255772,Fashion Hoodies & Sweatshirts,Paul Frank Julius Chachi Hoodie Buddie Junior,Paul Frank,48.0,Women,DCA5672FF3444C7E997AA9A2C4EB2094,1
2082,32.51199996471405,Fashion Hoodies & Sweatshirts,Paul Frank Apple Julius Hoodie Buddie,Paul Frank,64.0,Women,850AF92F8D9903E7A4E0559A98ECC857,1
28462,2.0009899010197167,Accessories,Plain Adjustable Velcro Hats (Many Colors Available),Plain Hats,4.989999771118164,Men,001D908C7637618BB0A8AF0C8BE5CD41,1
5581,13.34999998798594,Pants & Capris,Sag Harbor Women's Pattern Pull On Pant,Sag Harbor,25.0,Women,A084F26F690DBC23A52E67027693F2B2,1
5635,15.595580103136673,Pants & Capris,Sag Harbor Women's Plus-Size Perfect Fit Pant,Sag Harbor,29.26000022888184,Women,6B493230205F780E1BC26945DF7481E5,1
5762,5.081639853954911,Leggings,Soho Apparel Girls Seamless Lady Printed Jean Legging SG-SPL05 Nylon Spandex,Soho Girls,7.989999771118163,Women,D384DEC9F5F7A64A36B5C8F03B8A6D92,1
9379,3.53157988240391,Socks & Hosiery,Soho Apparel Soho Lady Ladies Panty-Hose Ss-Phc-Black,Soho Girls,7.989999771118163,Women,C9A8A89997DEC2C49626CD70B7849142,1
6314,9.467500019818544,Shorts,Wallflower 5 Pocket Denim Short Shorts with Studed Leopard Printed Peek-a-Boo Pocket Liners,Wallflower,17.5,Women,EC20019911A77AD39D023710BE68AAA1,1
6382,7.457999993115663,Shorts,Wallflower Metallic Gunmetal Shorts,Wallflower,16.5,Women,FE04E05FBE48920B8BA90BEA2DDFE60B,1
2954,14.289000067859888,Active,Wrightsock Women's Coolmesh Ii Lo 3 Pack Athletic Socks,Wrightsock,33.0,Women,DC20D1211F3E7A99D775B26052E0163E,1
6964,22.273999966681004,Shorts,Saratoga V-waist Short,Fit Couture,43.0,Women,366CE3DEDB69B786DAE1AA8D75E4E765,1
24429,30.85466912157267,Outerwear & Coats,Frogg Toggs Toad Rage Rain Jacket,Frogg Toggs,75.80999755859375,Men,6991AA40EF4B66FB372BD171BA9AD7F2,1
18788,6.224000036716461,Active,Mundo Unico Men's Classic Jock Strap Thong,Mundo Unico,16.0,Men,FAE01D4EE6963B74A037E46B2CF436CF,1
26259,12.934000013396144,Underwear,Mundo Unico Men's Dominante Boxer Brief,Mundo Unico,29.0,Men,B02E588AAC5FB0396ED0293EBABA8326,1
11471,42.97500005923212,Intimates,Only Hearts Women's Second Skin Chemise 23-25 Inch - 6169,Only Hearts,75.0,Women,892D9369D20CA0BFEDD0BA1CD9A557E7,1
18877,18.24186087806836,Sweaters,Alex Stevens Men's Ribbed Full-Zip Mock Neck Sweater,Alex Stevens,35.4900016784668,Men,878076A2F3A7577123A57449000EC06F,1
19064,19.1879999935627,Sweaters,Alex Stevens Men's Full-Zip Military Cardigan,Alex Stevens,36.0,Men,88E55A033CF994DC7A12E1CD3BD94148,1
8425,296.06999933719635,Outerwear & Coats,Canada Goose Women's Whistler Parka,Canada Goose,695.0,Women,64B327D40918CA7522AC22E3D02DC41C,1
21344,112.12500021792948,Jeans,Earnest Sewn Men's Ace Boot Cut Jean,Earnest Sewn,195.0,Men,3D29759865B9AAC303DC0A80DD358B90,1
21428,99.39599969610576,Jeans,Earnest Sewn Men's Fulton,Earnest Sewn,198.0,Men,77D756BC450E12C9EB62517C97AFC6E9,1
13801,2.9427898912458126,Accessories,Black & Silver Double Grommet Holes Belt,Luxury Divas,6.989999771118164,Women,84B184211C5D929D9435A371EB505CAD,1
13901,12.203639815122486,Accessories,Black Gorgeous Rhinestone Studded Belt,Luxury Divas,27.989999771118164,Women,B27152E13B5ED9B61478A1384D7B9BF2,1
8980,4.676099895549566,Socks & Hosiery,Womens Over The Knee Socks - Ribbon - Colors Available,Nvie Designs,11.989999771118164,Women,64F173A41D2FFA62F98C0CFEC53B43C5,1
4633,40.79399985820055,Jeans,Silver Jeans Juniors Suki,Silver Jeans,78.0,Women,96C974552B3F2839FCC751E7F12679CE,1
4718,47.879999885335565,Jeans,Silver Jeans Women's Lola 17 Straight Leg Jean,Silver Jeans,85.5,Women,BB181E83B9AC6BE1B28B2A2B26DCD73E,1
5071,57.014999908860766,Jeans,Silver Jeans Juniors Suki Surplus Jean,Silver Jeans,105.0,Women,785736838D7B51F2CABB00E6B28A8969,1
9685,27.402100498275452,Sleep & Lounge,Terry Bathrobe 100% Cotton - 12 Colors Available.,Spa & Resort,42.950000762939446,Women,274E6FCF4A583DE4A81C6376F17673E7,1
5985,14.788309921661911,Leggings,Vintage Nautical World Map Printed Ivory Liquid Leggings Size Small/Medium,Stella Elyse,25.989999771118164,Women,FCCC64972A9468A11F125CADB090E89E,1
8787,28.87902081686586,Outerwear & Coats,Tri-Mountain Women's Lightweight Performance Hooded Jacket. 7382,Tri-Mountain,57.9900016784668,Women,9F319422CA17B1082EA49820353F14AB,1
26568,15.575000010430813,Sleep & Lounge,Psych Pajama Set,NBC Universal,35.0,Men,CBF66D053FA53FF5AD8A9E83E2F864BE,1
3052,30.429000103846192,Active,Shock Absorber Women's Padded Pump Sport Bra,Shock Absorber,69.0,Women,C1B70D965CA504AA751DDB62AD69C63F,1
1314,18.38716085426897,Sweaters,Tommy Hilfiger Women V-Neck Cardigan Sweater Pullover,Tommy Hilfiger,37.9900016784668,Women,50905D7B2216BFECCB5B41016357176B,1
18862,21.714570969805425,Sweaters,Tommy Hilfiger Men Logo V-neck Sweater Pullover,Tommy Hilfiger,39.9900016784668,Men,37915DAF6E872D58791B5E5CB144FC4A,1
18930,23.195360856279137,Sweaters,Tommy Hilfiger Men Argyle Plaid Knit Logo V-Neck Sweater,Tommy Hilfiger,49.9900016784668,Men,7D46FDE6325BE39F06A245530A9C6424,1
19227,52.03799995034933,Sweaters,Tommy Hilfiger Mens Lambswool Cardigan Sweater,Tommy Hilfiger,98.0,Men,44E88D3CDAF008900484F92BA4C6C51B,1
19522,91.95999985560776,Sweaters,Tommy Hilfiger Mens Lambswool Toggle Cardigan Sweater,Tommy Hilfiger,190.0,Men,AE00729A0676734CF9CE48A9F859B7A7,1
23931,95.79521306035758,Outerwear & Coats,Tommy Hilfiger Men's Wool Plush Peacoat,Tommy Hilfiger,199.9900054931641,Men,DDC24DFA2486147829E4F2A829BD8BC7,1
9764,39.91600008308888,Sleep & Lounge,Josie by Natori Women's Nora Chemise,Josie by Natori,68.0,Women,0AA2EBF701ADAB64A123A01BE6DCC018,1
14845,14.894349781466277,Maternity,Japanese Weekend Women's Maternity Pencil Pant,Japanese Weekend,35.88999938964844,Women,EA9B6CD30546CE1E20BD2F6DF7E82E64,1
13633,4.835599873089791,Accessories,Stripes Touch Screen Gloves,Tapp Collections,10.989999771118164,Women,6E7F6C38C238834F094D50661EC45FCD,1
9621,1.937520011882782,Sleep & Lounge,Alivila.Y Fashion Sexy Lace Lingerie Sleepwear Sleep Dress Set With G-String 402,Alivila.Y Fashion,2.990000009536743,Women,9F975093DA0252E2C0AE181D74C90DC6,1
7197,32.30333127720847,Skirts,Vivienne Westwood Anglomania Women's Metropolitan Skirt,Vivienne Westwood,76.7300033569336,Women,F8D2E80C1458EA2501F98A2CAFADB397,1
1721,20.19719083299622,Fashion Hoodies & Sweatshirts,Adult Unisex Live Love Volley Full Zip Hooded Sweatshirt,Activewear Apparel,41.9900016784668,Women,28DC6B0E1B33769B4B94685E4F4D1E5C,1
2228,18.097690717787888,Fashion Hoodies & Sweatshirts,Live Love Run Cross Country Zip Hoodie Sweatshirt,Activewear Apparel,41.9900016784668,Women,4AE67A7DD7E491F8FB6F9EA0CF25DFDB,1
2240,16.534530773424805,Fashion Hoodies & Sweatshirts,I Heart Irish Dance Clover Hoodie,Activewear Apparel,36.9900016784668,Women,D4DD111A4FD973394238ACA5C05BEBE3,1
17463,21.62485088943839,Fashion Hoodies & Sweatshirts,Adult Unisex Live Love Volley Full Zip Hooded Sweatshirt,Activewear Apparel,41.9900016784668,Men,9B01B09EDBDAE327A17CCC47CC5C6992,1
15868,8.11340033735931,Plus,Pamela Mann Plain Stripe Suspender Tights - Available in Medium XL & XXL & XXXL,Pamela Mann Hosiery,17.950000762939453,Women,33F976ECA39CCCF5A14627FC9F6CF1B9,1
10178,13.944000050425528,Sleep & Lounge,Women's Holiday Christmas Boots Flannel Pajama Pant by Beverly Hills Basics,Beverly Hills Basics,24.0,Women,728678F9DB419EEAA3476663764E1456,1
13805,17.755560676115152,Accessories,USHANKA TROOPER Black Pilot AVIATOR Soft Faux Fur Leather Hat Trapper Men and Women,ULTRAFINO PANAMA HAT,39.9900016784668,Women,E71490137B17F3D1EB2E7298B2599A34,1
20288,67.12199971522205,Suits & Sport Coats,Kenneth Cole New York Men's Two Button Blazer,Kenneth Cole New York,169.5,Men,B34FCBB8B9DAE62F171FF71744191F0E,1
24181,63.70500033721328,Outerwear & Coats,Men's Creed Western Lambskin Leather Vest,Overland Sheepskin Co,155.0,Men,ED18370AB753647F8AA890DAB473E6B7,1
71,90.5339998304844,Tops & Tees,Plenty by Tracy Reese Women's Easy Shirt,Plenty by Tracy Reese,158.0,Women,E2C420D928D4BF8CE0FF2EC19B371514,1
12829,52.48000025749207,Swim,Becca by Rebecca Virtue Colorized One Piece Bandeau Swimdress,Becca by Rebecca Virtue,128.0,Women,B9B95B18F155EA0C4D365AD4F973FE67,1
26099,42.35867946069658,Underwear,Squeem Magical Lingerie Shapewear Firm Compression Vest Mens,Squeem Magical Lingerie,98.27999877929688,Men,C6B674F5588228036011778DF458D756,1
15402,3.668000001460314,Plus,HUE Women's Argyle Knee Sock,HUE,7.0,Women,91002ECA6BF0BD6692573C4BDB222B97,2
12816,21.16400007903576,Swim,JAG Women's Swimwear Long Boardshort,JAG,52.0,Women,8B02706F81704F39D85FD87A2414A300,2
17527,45.83500005304813,Fashion Hoodies & Sweatshirts,LRG L R Connect Zip Hoody,LRG,89.0,Men,A18128DAAD05BF1DE8AB6530A5F3B287,2
17744,45.12299993634224,Fashion Hoodies & Sweatshirts,LRG Wander In Zip Hoody,LRG,89.0,Men,162C8A1CC0A8F18F8120A829F749E37F,2
18029,63.87499999254942,Fashion Hoodies & Sweatshirts,LRG Colors of the Season Full Zip Rain Jacket - Black,LRG,125.0,Men,18A7F966B0A5C8BC7DA57CA7A7521C4F,2
10375,19.36681949150592,Intimates,Bali Women's Sure Size Wire Free Bra,Bali,37.459999084472656,Women,C71DF24045CFDDAB4A963D3AC9BDC9A3,2
10439,17.640000008046627,Intimates,Bali Women's One Smooth U-back Underwire With Lift,Bali,36.0,Women,04458EA7B0026A1FAC9B420EBEB2EFA0,2
10894,5.932499994523823,Intimates,Bali Women's Damask Microfiber Full Brief Panty   #2703,Bali,10.5,Women,0B0D29E5D5C8A7A25DCED6405BD022A9,2
11126,19.019519281725884,Intimates,Bali Women's Moderate Control Tummy Panel Brief 2 Pk - X710,Bali,37.43999862670898,Women,0B74C9847E45C3BE47E0D1A8F92BCAB8,2
6013,12.364000059664248,Leggings,Plus Size Navy Lot Legging,Icon,22.0,Women,8FD7F981E10B41330B618129AFCAAB2D,2
989,80.61759848164498,Sweaters,NEVE Women's Annika Sweater,NEVE,179.9499969482422,Women,A1140A3D0DF1C81E24AE954D935E8926,2
25249,5.840000007301569,Socks,Pact Men's Recycled Brown Crew Sock,PACT,10.0,Men,4EC7478450060089D51C3CD44606B851,2
26430,10.252000010572374,Underwear,PACT Men's Essential Trunk,PACT,22.0,Men,0BA398D67C2389E94A5ACF3204716E30,2
1189,26.060999949462712,Sweaters,Roxy Juniors Sierra Ridge Long Sleeve Sweater,Roxy,59.5,Women,82C2559140B95CCDA9C6CA4A8B981F1E,2
13207,19.55000007711351,Swim,Roxy Juniors Autumn Light Crochet Dress,Roxy,46.0,Women,1A8207690AC54D845F7A57DD468970FA,2
5097,19.9950008392334,Pants & Capris,XOXO Juniors Multi Stitched Wide Leg Linen Pant,XOXO,39.9900016784668,Women,5A9542C773018268FC6271F7AFEEA969,2
7638,47.26800150950254,Blazers & Jackets,DKNYC Women's Velvetten Long Sleeve Faux Shawl Collar Jacket,DKNYC,131.3000030517578,Women,19E901474BD32D47931F0219992FF889,2
13721,8.004359917997718,Accessories,Scala Women's Cotton Big Brim Ultraviolet Protection Hat with Inner Drawstring,Scala,21.989999771118164,Women,15501C5743A5376E7556886714F1D36F,2
15338,5.134199909142405,Plus,AN1225 Women's Watercolor Pattern Fashion Scarf,AN1225,9.949999809265137,Women,50075D2902D41E5CB9903A24689A7D78,2
17674,50.545248399399206,Fashion Hoodies & Sweatshirts,Analog Men's Transpose RDBL Hoodie,Analog,84.94999694824217,Men,0F92C979A6541CA6B7F292AE1DCF5EC8,2
23506,25.595999971032143,Shorts,Analog Venice Boardshorts Wicked Green,Analog,54.0,Men,37CB321154312A5A2F4C9E0E507E9A4C,2
22581,42.41000907839626,Pants,Ballin Sand Relax Comfort EZE Microfiber Flat Front Slack Pant,Ballin,84.98999786376953,Men,2393D7A6A3258894ACC34581978453FA,2
21253,74.53599988296628,Jeans,Hudson Mens Saint Straight Leg Jean,Hudson,154.0,Men,8C5C3183CDD8D97E052A133BF8C39E60,2
929,55.224999859929085,Sweaters,LAmade Women's 100% Cashmere Gretchen Cowl Sweater,LAmade,117.5,Women,0D0871F0806EAE32D30983B62252DA50,2
9771,87.60000010952353,Sleep & Lounge,Natori Women's Zen Floral Short Sleeve Pajama,Natori,150.0,Women,07470878BDE1B126F2CC4B0F9D9B9798,2
15665,31.449749540459365,Plus,Natori Women's Reflex Full Fit Underwire Bra,Natori,66.20999908447266,Women,F828F1F06BBC62FE4540CDCC823D401F,2
26962,26.965999889187515,Sleep & Lounge,Plan B Men's Pajama Straight Fit Denim,Plan B,69.5,Men,A6334341D81FB047FB5DEDB10148891A,2
6820,11.60000003874302,Shorts,Vigoss Juniors Short Brooklyn Dot Jean,Vigoss,25.0,Women,C0F52C6624AE1359E105C8A5D8CD956A,2
6019,15.918629903356432,Leggings,The Skull Patch Legging,Yelete,24.989999771118164,Women,5218F316B3F85B751C613A06AA18010D,2
6207,5.960049900103872,Leggings,Flared Bell Bottom Knit Spats LegWarmers - Scandinavian Leg Warmer (Dark Brown),Yelete,9.949999809265137,Women,62DB9E3397C76207A687C360E0243317,2
3222,61.83085214645564,Dresses,Eliza J Women's Cap Sleev Boat Neck Belted Dress With Topstitch Detail,Eliza J,148.99000549316406,Women,687FD5C7E0142DFB2DA70E5083B3C6A7,2
11132,23.14199995994568,Intimates,Flexees Women's Adjusts To Me Wear Your Own Bra Torsette,Flexees,42.0,Women,D9DE6A144A3CC26CB4B3C47B206A121A,2
11171,23.84799997508525,Intimates,Flexees Women's Pretty Shapewear Lace Front Bustier,Flexees,44.0,Women,3BC31A430954D8326605FC690ED22F4D,2
10519,13.256999960169196,Intimates,Majamas Easy Bra,Majamas,27.0,Women,B27B449FD22D309D80ACE80B9960F7D0,2
13986,41.43284856752828,Accessories,Ray-Ban RB3293 Bubble Wrap Aviator Sunglasses,Ray-Ban,97.94999694824216,Women,20872559D95722C9D6A71D973C1A00B5,2
15530,63.82509274750561,Plus,Ray-Ban RB 2132 822/78 New Wayfarer Blue Gradient Polarized,Ray-Ban,129.99000549316406,Women,2FE10492280508C5573E9DE4397FA178,2
15984,76.61584108707666,Plus,New Ray Ban RB 4179 601/9A Black Men Women Plastic Sunglasses,Ray-Ban,142.94000244140625,Women,5EF9F5AE91440A6E6CB56E870819466A,2
6020,7.577679891436993,Leggings,TheLees (RUK-009) Women Colorful Patern Tight Winter Leggings,TheLees,11.989999771118164,Women,AC2A728F9F17B5D860B6DABD80A5162F,2
16833,14.87148984814644,Tops & Tees,TheLees Mens slim dress shirts with TIE,TheLees,26.989999771118164,Men,B1553FF2787F1055807A8058FE1F8D99,2
3896,11.174999980721624,Dresses,Wrapper Sequin Bodice Halter Dress,Wrapper,25.0,Women,4175F2EBB265D58C6D8877841D016D08,2
4018,10.824999958276749,Dresses,Wrapper Flutter-Sleeve Knit Dress,Wrapper,25.0,Women,455CB2657AAA59E32FAD80CB0B65B9DC,2
2456,11.076559790613652,Active,Champion Women's Absolute Workout Bra,Champion,24.559999465942383,Women,7CF64379EB6F29A4D25C4B6A2DF713E4,2
15673,9.859999995678663,Plus,Champion Women's Mesh Hot Short,Champion,20.0,Women,6B4BDBF0CB26F03C220023AA46C75ADB,2
18052,9.844000049866738,Active,Champion Men's Jersey Pant,Champion,23.0,Men,58F170C366F582DBA770B94119F6099A,2
18440,36.84185927008591,Active,Champion S257 Double Dry Performance Fleece Hoody - Black,Champion,88.98999786376953,Men,81A1E36D1D8C565E1554959779CE2AAD,2
24675,12.776009936680794,Socks,Champion Men's 6pack crew sock,Champion,20.90999984741211,Men,92E7055A62FE019DF970D4258B33D92E,2
25798,9.43527990727106,Underwear,CHAMPION Men's Tech Performance Short Boxer Brief - CTP3,Champion,19.989999771118164,Men,779748B3BAA7BE62D16F8A23844951AF,2
22516,12.48915030118674,Pants,Concitor Men's White Pants Linen Cotton Flat Front Slacks,Concitor,29.950000762939453,Men,75CA239FD09EB2535C3B9D0E30EEDE59,2
5416,20.794800854925807,Pants & Capris,Gongshow Women's Slippers [WOMENS],Gongshow,39.9900016784668,Women,7FBE9C04F99DBFBC738AE9079740A314,2
4252,61.76099992729724,Jeans,Level 99 Women's Janice Ultra Jegging,Level 99,119.0,Women,7BFA32686D200C64CB46DE03AC2EAC0D,2
17560,13.944419900398628,Fashion Hoodies & Sweatshirts,MONARCHY Monarchy Men's Raw Edge Hoodie Hooded Sweatshirt Zip Up,Monarchy,24.989999771118164,Men,97194D08565841C08A6D1CE3C82DA0B3,2
